balance type,amount,description,balance after update
NTC,21,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-06 11:55:30
AXIATA,5,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-07 13:00:31
NTC,24,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-07 13:00:31
NTC,13,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-07 17:23:43
AXIATA,6,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-07 17:23:43
NTC,4,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-07 17:26:10
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-07 17:26:10
NTC,104,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-08 10:21:11
AXIATA,83,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-08 10:21:11
NTC,18,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-08 12:00:16
AXIATA,7,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-08 12:00:16
NTC,2857,[ alloted  ] balance alloted by admin,,2017-02-08 14:57:47
AXIATA,715,[ alloted  ] balance alloted by admin,,2017-02-08 14:58:06
NTC,15,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-08 16:42:55
AXIATA,15,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-08 16:42:55
NTC,19,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-09 12:30:16
AXIATA,6,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-09 12:30:16
NTC,24,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-10 12:30:36
AXIATA,6,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-10 12:30:36
NTC,20,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-12 12:10:20
AXIATA,9,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-12 12:10:20
NTC,18,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-16 15:06:41
AXIATA,8,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-16 15:06:41
NTC,20,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-16 15:11:00
AXIATA,9,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-16 15:11:00
NTC,24,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-17 11:41:23
AXIATA,3,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-17 11:41:23
NTC,20,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-19 13:33:06
AXIATA,9,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-19 13:33:06
NTC,555,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-19 14:41:47
AXIATA,108,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-19 14:41:47
NTC,538,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-19 14:44:29
AXIATA,127,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-19 14:44:29
NTC,507,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-19 14:47:02
AXIATA,153,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-19 14:47:02
NTC,476,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-19 14:49:24
AXIATA,188,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-19 14:49:24
AXIATA,210,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-19 14:51:55
NTC,455,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-19 14:51:55
NTC,463,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-19 14:56:27
AXIATA,159,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-19 14:56:27
AXIATA,4,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-19 15:54:47
AXIATA,6,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-20 12:03:39
NTC,20,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-20 12:03:39
AXIATA,9,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-20 17:54:37
NTC,20,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-20 17:54:37
NTC,19,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-21 14:34:55
AXIATA,7,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-21 14:34:55
NTC,18,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-22 11:57:58
AXIATA,7,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-22 11:57:58
NTC,15,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-23 13:49:31
AXIATA,13,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-23 13:49:31
NTC,22,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-24 11:37:41
AXIATA,8,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-24 11:37:41
NTC,19,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-26 12:40:28
AXIATA,7,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-26 12:40:28
NTC,24,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-27 13:29:39
AXIATA,4,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-27 13:29:39
NTC,11,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-27 17:30:49
AXIATA,5,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-27 17:30:49
NTC,21,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-01 12:16:13
AXIATA,9,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-01 12:16:13
NTC,23,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-02 11:53:52
AXIATA,6,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-02 11:53:52
NTC,22,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-02 17:41:20
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-02 17:41:20
NTC,17,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-03 12:02:04
AXIATA,10,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-03 12:02:04
NTC,7,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-03 15:49:34
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-03 15:49:34
NTC,19,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:03:05
AXIATA,7,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-05 12:03:05
NTC,23,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-06 12:07:05
AXIATA,7,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-06 12:07:05
NTC,5,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-06 17:24:08
AXIATA,5,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-06 17:24:08
NTC,20,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-07 12:02:09
AXIATA,5,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-07 12:02:09
AXIATA,5,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-07 17:32:18
NTC,6,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-07 17:32:18
NTC,23,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-14 13:27:29
AXIATA,7,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-14 13:27:29
NTC,20,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-14 13:31:15
AXIATA,7,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-14 13:31:15
NTC,25,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-15 12:27:06
AXIATA,5,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-15 12:27:06
NTC,14,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-15 17:25:24
AXIATA,8,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-15 17:25:24
NTC,21,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-16 13:08:50
AXIATA,7,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-16 13:08:50
NTC,19,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-17 12:38:38
AXIATA,7,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-17 12:38:38
NTC,23,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-19 12:51:13
AXIATA,5,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-19 12:51:13
NTC,21,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-20 12:02:27
AXIATA,8,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-20 12:02:27
AXIATA,7,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-21 12:07:32
NTC,23,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-21 12:07:32
NTC,20,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-23 17:37:09
AXIATA,8,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-23 17:37:09
NTC,24,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-26 11:14:41
AXIATA,6,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-26 11:14:41
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-26 12:32:17
NTC,12,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-26 12:32:17
AXIATA,8,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-27 12:06:55
NTC,20,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-27 12:06:55
AXIATA,7,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-28 12:59:07
NTC,19,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-28 12:59:07
AXIATA,4,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-28 18:12:13
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-28 18:12:13
NTC,22,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-29 13:00:08
AXIATA,7,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-29 13:00:08
NTC,23,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-30 12:06:08
AXIATA,6,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-30 12:06:08
NTC,10,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-30 17:44:09
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-30 17:44:09
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-30 17:44:54
NTC,21,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-31 11:41:23
AXIATA,9,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-31 11:41:23
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-31 18:15:26
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-03-31 18:15:26
AXIATA,4,[ deduced  ] Balance deduced due to Sending SMS,,2017-04-02 17:40:53
NTC,20,[ deduced  ] Balance deduced due to Sending SMS,,2017-04-03 12:40:58
AXIATA,10,[ deduced  ] Balance deduced due to Sending SMS,,2017-04-03 12:40:58
AXIATA,715,[ alloted  ] balance alloted by admin,,2017-04-03 14:22:58
NTC,2857,[ alloted  ] balance alloted by admin,,2017-04-03 14:23:19
