balance type,amount,description,balance after update
NTC,13000,[ deduced  ] balance alloted to Nepadristi Private Limite,,2017-04-13 15:16:37
AXIATA,7000,[ deduced  ] balance alloted to Nepadristi Private Limite,,2017-04-13 15:16:45
