Request By/Reseller Name,Sender ID,Description,Operator/Gateway,State,Date,Priority
Easy Service Pvt. Ltd.[ Easy Service Pvt. Ltd. ],smsSewa,None,Default [ AXIATA ],Approved,2015-09-02 15:15:12,Default
Easy Service Pvt. Ltd.[ Easy Service Pvt. Ltd. ],33234,None,Default [ NTC ],Approved,2015-08-26 15:32:48,Default
Isme, Inter National Society For Medical Education Pvt. Ltd[ Easy-reseller ],COMS,None,Default [ AXIATA ],Approved,2015-09-04 10:55:07,Regular
Easy-client[ Easy-reseller ],YAMAHA,None,Default [ AXIATA ],Approved,2016-03-08 14:46:31,Regular
Easy-client[ Easy-reseller ],Balmeeki,None,Default [ AXIATA ],Approved,2016-06-23 13:33:22,Regular
Easy-client[ Easy-reseller ],SBD,None,Default [ AXIATA ],Approved,2016-04-17 14:14:15,Regular
Easy-client[ Easy-reseller ],RastraSewak,None,Default [ AXIATA ],Approved,2016-09-12 14:26:55,Regular
Easy-client[ Easy-reseller ],NCELLSHOP,None,Default [ AXIATA ],Approved,2016-06-26 16:17:37,Regular
Easy-client[ Easy-reseller ],ICAN,None,Default [ AXIATA ],Approved,2016-06-30 12:14:47,Regular
Easy-client[ Easy-reseller ],Goes,None,Default [ AXIATA ],Approved,2016-05-02 12:40:56,Regular
Easy-client[ Easy-reseller ],SARBODAYA,None,Default [ AXIATA ],Approved,2016-06-23 13:33:41,Regular
Easy-client[ Easy-reseller ],NepalGroup,None,Default [ AXIATA ],Approved,2016-04-18 11:24:29,Regular
Easy-client[ Easy-reseller ],CivilHsptl,None,Default [ AXIATA ],Approved,2016-03-14 14:59:19,Regular
Easy-client[ Easy-reseller ],HYUNDAI,None,Default [ AXIATA ],Approved,2016-04-20 12:30:56,Regular
Easy-client[ Easy-reseller ],Siddhi,None,Default [ AXIATA ],Approved,2016-07-29 13:57:45,Regular
Easy-client[ Easy-reseller ],EasySMS,None,Default [ AXIATA ],Approved,2015-08-31 08:42:35,Regular
Easy-client[ Easy-reseller ],DhulikhelNP,None,Default [ AXIATA ],Approved,2016-01-24 21:59:42,Regular
Easy-client[ Easy-reseller ],NPJGOSIDA,None,Default [ AXIATA ],Approved,2016-06-26 16:13:47,Regular
Easy-api[ Easy-reseller ],34546,none,NTC34546 [ NTC ],Approved,2016-11-30 20:33:39,Regular
Easy-api[ Easy-reseller ],EasySMS,None,Default [ AXIATA ],Approved,2016-03-10 10:52:04,Regular
Shraman Apparels[ Easy-reseller ],KarunaWears,None,Default [ AXIATA ],Approved,2015-08-30 13:52:26,Regular
