balance type,amount,description,balance after update
NTC,6000,[ deduced  ] balance alloted to the institute of chartered accountants of nepal,,2017-07-04 11:15:52
NTC,6000,[ deduced  ] balance alloted to Nepadristi Private Limite,,2017-07-09 13:42:05
AXIATA,8000,[ deduced  ] balance alloted to Nepadristi Private Limite,,2017-07-09 13:42:12
