balance type,amount,description,balance after update
NTC,5000,[ deduced  ] balance alloted to Nepadristi Private Limite,,2017-01-08 16:04:18
AXIATA,5000,[ deduced  ] balance alloted to Nepadristi Private Limite,,2017-01-08 16:04:25
