Request By/Reseller Name,Sender ID,Description,Operator/Gateway,State,Date,Priority
Initiative Nepal Pvt. Ltd.[ Easy-reseller ],NMFurniture,New Madan Furniture Pvt Ltd             ,Default [ AXIATA ],Requested,2017-03-27 14:12:04,Regular
Initiative Nepal Pvt. Ltd.[ Easy-reseller ],Nassar,Nassar Overseas Pvt Ltd           ,Default [ AXIATA ],Requested,2017-03-20 18:05:44,Regular
Initiative Nepal Pvt. Ltd.[ Easy-reseller ],LuluIntl,Lulu International Pvt Ltd            ,Default [ AXIATA ],Requested,2017-03-20 18:06:49,Regular
Initiative Nepal Pvt. Ltd.[ Easy-reseller ],GoodAuto,Good Automobile Pvt Ltd            ,Default [ AXIATA ],Requested,2017-03-20 18:11:04,Regular
Initiative Nepal Pvt. Ltd.[ Easy-reseller ],ABCEdu,ABC Education And Migration P L            ,Default [ AXIATA ],Requested,2017-03-20 18:05:08,Regular
Initiative Nepal Pvt. Ltd.[ Easy-reseller ],DKRiver,DK River Solutions Pvt Ltd            ,Default [ AXIATA ],Requested,2017-04-09 16:40:50,Regular
Initiative Nepal Pvt. Ltd.[ Easy-reseller ],Smile,Smile Kindergarten            ,Default [ AXIATA ],Requested,2017-03-27 14:13:09,Regular
Initiative Nepal Pvt. Ltd.[ Easy-reseller ],APlus,APlus Business Link Pvt Ltd            ,Default [ AXIATA ],Requested,2017-03-20 18:06:16,Regular
Initiative Nepal Pvt. Ltd.[ Easy-reseller ],DIMAAcademy,DIMA Academy Pvt Ltd            ,Default [ AXIATA ],Requested,2017-03-20 18:07:47,Regular
Idea-api[ Easy-reseller ],TSC,Triveni Byapar Company Pvt. Ltd.            ,Default [ AXIATA ],Requested,2017-04-02 10:52:45,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],RADIANT,Radiant Public School         ,Default [ AXIATA ],Requested,2017-03-29 15:58:31,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],SpeedAuto,Speed Auto Enterprises          ,Default [ AXIATA ],Requested,2017-04-07 13:28:32,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],EarthLink,Earth Link Communication            ,Default [ AXIATA ],Requested,2017-04-03 13:08:41,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],TheBritish,The British College      ,Default [ AXIATA ],Requested,2017-03-24 11:41:14,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],PavilSchool,Pavil School          ,Default [ AXIATA ],Requested,2017-03-29 16:03:34,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],EDUHUB,Edu Hub Education Foundation   ,Default [ AXIATA ],Requested,2017-03-24 11:45:30,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],HelpSaccos,Help Saving & Credit          ,Default [ AXIATA ],Requested,2017-04-07 13:27:08,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],FFWPUNepal,Ffwpu Nepal       ,Default [ AXIATA ],Requested,2017-03-29 16:01:36,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],DCULalitpur,District Cooperative Union Lalitpur            ,Default [ AXIATA ],Requested,2017-03-24 11:44:05,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],ManasiKids,Manasi Kids Palace       ,Default [ AXIATA ],Requested,2017-04-10 16:03:55,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],PoliceSchol,Police School      ,Default [ AXIATA ],Requested,2017-04-06 17:43:10,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],cscc,Charali Saccos        ,Default [ AXIATA ],Requested,2017-03-20 14:25:22,Regular
Softlab Inc[ Easy-reseller ],SFS,Star Future School            ,Default [ AXIATA ],Requested,2017-03-20 18:24:23,Regular
Softlab Inc[ Easy-reseller ],DCCGulmi,District Coordination Committee Office Gulmi            ,Default [ AXIATA ],Requested,2017-03-26 12:16:54,Regular
Softlab Inc[ Easy-reseller ],GrahakSACOS,Gharak Upyogi SACCOS           ,Default [ AXIATA ],Requested,2017-04-11 18:10:08,Regular
Softlab Inc[ Easy-reseller ],PHSEBS,Parijat Higher Secondary English Boarding School            ,Default [ AXIATA ],Requested,2017-03-20 18:27:53,Regular
Softlab Inc[ Easy-reseller ],GangaAuto,Ganga Automobiles       ,Default [ AXIATA ],Requested,2017-04-10 08:30:00,Regular
Softlab Inc[ Easy-reseller ],DCCLamjung,District Coordination Committee Office Lamjung            ,Default [ AXIATA ],Requested,2017-03-26 12:17:43,Regular
Softlab Inc[ Easy-reseller ],Sagarmatha,Sagarmatha School            ,Default [ AXIATA ],Requested,2017-03-27 15:06:43,Regular
Softlab Inc[ Easy-reseller ],KjSS,Kanchanjunga Secondary School            ,Default [ AXIATA ],Requested,2017-04-03 13:52:39,Regular
Softlab Inc[ Easy-reseller ],MissionUSA,Mission USA Educational Consultancy            ,Default [ AXIATA ],Requested,2017-04-15 17:34:13,Regular
Softlab Inc[ Easy-reseller ],SEBS,Social English Boarding School            ,Default [ AXIATA ],Requested,2017-04-01 10:43:53,Regular
Softlab Inc[ Easy-reseller ],OxfordHSS,Oxford Higher Secondary School            ,Default [ AXIATA ],Requested,2017-03-22 14:08:13,Regular
Softlab Inc[ Easy-reseller ],BheriFuture,Bheri Future School            ,Default [ AXIATA ],Requested,2017-04-10 08:33:50,Regular
Softlab Inc[ Easy-reseller ],DCCNaparasi,District Coordination Committee Office Nawalparasi                     ,Default [ AXIATA ],Requested,2017-03-26 12:21:27,Regular
Softlab Inc[ Easy-reseller ],JasminPaint,Jasmine Paints Pvt. Ltd.            ,Default [ AXIATA ],Requested,2017-03-27 15:08:39,Regular
Softlab Inc[ Easy-reseller ],Pali,Pali Company Pvt.ltd            ,Default [ AXIATA ],Requested,2017-04-05 22:41:16,Regular
Softlab Inc[ Easy-reseller ],DCCdadeldhu,District Coordination Committee Office Dadeldhura            ,Default [ AXIATA ],Requested,2017-03-26 12:14:50,Regular
Softlab Inc[ Easy-reseller ],PEC,Pokhara Engineering College            ,Default [ AXIATA ],Requested,2017-04-15 17:37:20,Regular
Softlab Inc[ Easy-reseller ],DCCSyangja,District Coordination Committee Office Syangja            ,Default [ AXIATA ],Requested,2017-03-26 12:22:40,Regular
Softlab Inc[ Easy-reseller ],EverestUlb,Everest Institute Urlabari            ,Default [ AXIATA ],Requested,2017-04-01 10:46:02,Regular
Softlab Inc[ Easy-reseller ],SMIS,Sahakari Member Information System            ,Default [ AXIATA ],Requested,2017-03-23 16:56:55,Regular
Softlab Inc[ Easy-reseller ],KoshiHealth,Koshi Health Institute            ,Default [ AXIATA ],Requested,2017-04-11 10:35:04,Regular
Softlab Inc[ Easy-reseller ],AsianHotels,Asian Hotels Pvt Ltd            ,Default [ AXIATA ],Requested,2017-03-28 11:34:39,Regular
Softlab Inc[ Easy-reseller ],NMA,Nepalgunj Model Academy            ,Default [ AXIATA ],Requested,2017-03-20 18:23:54,Regular
Softlab Inc[ Easy-reseller ],DCCGorkha,District Coordination Committee Office Gorkha            ,Default [ AXIATA ],Requested,2017-03-26 12:16:20,Regular
Softlab Inc[ Easy-reseller ],DCCTTM,District Coordination Committee Office Tehrathum         ,Default [ AXIATA ],Requested,2017-03-26 12:25:03,Regular
Softlab Inc[ Easy-reseller ],Pacific,Pacific Academy            ,Default [ AXIATA ],Requested,2017-03-23 17:00:52,Regular
Softlab Inc[ Easy-reseller ],KitchenHut,Kitchen Hut Pvt. Ltd.           ,Default [ AXIATA ],Requested,2017-04-11 18:06:50,Regular
Softlab Inc[ Easy-reseller ],PEMS,Paryatna E.M School            ,Default [ AXIATA ],Requested,2017-03-20 18:24:57,Regular
Softlab Inc[ Easy-reseller ],DCCKaski,District Coordination Committee Office Kaski            ,Default [ AXIATA ],Requested,2017-03-26 12:17:17,Regular
Softlab Inc[ Easy-reseller ],Educare,Educare Institute Butwal            ,Default [ AXIATA ],Requested,2017-04-03 13:52:03,Regular
Softlab Inc[ Easy-reseller ],GANTHAN,Local Governance & Community Development Programme            ,Default [ AXIATA ],Requested,2017-04-11 18:11:10,Regular
Softlab Inc[ Easy-reseller ],Pardarshi,Pardarshi Saving & Credit Co-operative            ,Default [ AXIATA ],Requested,2017-04-01 10:43:22,Regular
Softlab Inc[ Easy-reseller ],HosteHaise,Hostay Hainsay SACCOS            ,Default [ AXIATA ],Requested,2017-03-20 18:31:57,Regular
Softlab Inc[ Easy-reseller ],Brogrammers,Brogrammers IT Solutions            ,Default [ AXIATA ],Requested,2017-04-10 08:32:08,Regular
Softlab Inc[ Easy-reseller ],DCCMustang,District Coordination Committee Office Mustang,Default [ AXIATA ],Requested,2017-03-26 12:18:14,Regular
