Sender ID,Operator/Gateway,Description,State,Date
AusStudies,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
ShanIntl,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
BajraHR,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
BestEdu,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
BheriK,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
ExtremeGen,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Broadlink,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
BroadwayOvs,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
BSOPL,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
BtaEduLink,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
BuddhaIntl,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
CanonIntl,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
CapitalRS,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
CapitalIntl,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
CastleEdu,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Chandrama,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
CiplAcademy,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Continental,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
DaisukiIntl,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
SadikshyaO,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
DeltaEmp,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
DesignEmp,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Diaspora,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
DigitalC,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Dormeuil,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
DynamicPos,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
EarthVision,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
ElinkNepal,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
EvergreenM,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
EUplacement,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
EuroNepal,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
ExcellentI,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
ExpertEdu,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Fazalintl,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Flan,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
FNGSGJA,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
ForceOne,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
FriendshipM,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
FrontLine,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
GautamIntl,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Genuine,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
JerryMS,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
GlobalView,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
GlobalT,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
GlobalVisa,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
GloveLink,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
GodIntl,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Goodwill,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Greentara,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
GRmanpower,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
GulfMgmt,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
HelpOvs,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
IntlJob,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
IndoWorld,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Innovative,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
InnovativeJ,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
InterLink,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Islington,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
ISSN,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
EastWest,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Janashakti,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
JanataEdu,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
JBRasso,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Jmaitidevi,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
JobsGlobal,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
JobsSearch,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Jplacement,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
KabeliHR,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
KailashIntl,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Kandyy,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
KCC,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
KhumbuOvs,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Komalintl,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
KtmAllaince,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
KumariJLC,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
LalDhanus,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
LaxmiEdu,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
LeninSky,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
LifeLineOvs,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
LittleStar,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
LonelyP,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
LuckyTravel,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
LumbiniD,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
MaaPadma,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Manabu,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Manjushree,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
ManjushreeO,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Marvelous,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
MayEdu,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
MBKoverseas,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
MDoverseas,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
MercyEdu,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
MiddleEast,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
MiddleOrbit,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
MihonJLS,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
MimosaOvs,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
MiracleInfo,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
MoonLight,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
MtManaslu,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Mughalintl,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
MyZeilEdu,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
NDFEEF,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
NeedEmp,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Nepaaru,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
NepalEdu,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
NepalRS,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
NewBluestar,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
NikhilJob,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
NikkoJLS,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
NileIntl,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
NishanRS,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
NovaIntl,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
OneUp,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
OpenVision,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
OperaEdu,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
OscarIntl,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Oshin,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
OurDestiny,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
OxfordMgmt,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
PacificOvs,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
PalhiOvs,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
PangeniHR,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Pathibhara,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Paurakhi,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Peaceful,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
PerfectDest,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
PratigyaMS,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Premium,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Raffels,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
RealR,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
RealRd,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
RightWay,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
RolexR,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
RolexHR,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
RoseEmp,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
RoyalG,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
SafeIntl,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Sagarmatha,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
SamadOvs,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
SaudiNepal,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
SCCManpower,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
SevillaEdu,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
SherpaIntl,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
SimanaIntl,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
SimrikIntl,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
SJLC,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
SLDintl,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
SuccessLife,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
SodhPuch,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
SouthAsian,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Demand,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
SpeedIntl,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
StarIntl,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
SubashVA,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
SuccessN,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
SumanHR,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
SunauloIntl,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
SwiftGorkha,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
SynnetIntl,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
ThirdEye,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
TripleStar,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
TripsOut,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
TulsiOvs,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
UniversalT,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
ValorInt,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
VeryBest,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
WelCare,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
WideRange,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
WOWconsult,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
ZenIntl,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
NamoBuddha,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
TANANICO,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
SHANKHADHAR,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
BSoverseas,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Simana,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
KarmaIntl,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
AlVision,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
TopJobs,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
TIAschool,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
FSINepal,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
SVassociate,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
BalBatika,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
EuroAsia,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Sadiksha,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
NBSoverseas,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
JDcareer,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
UTC,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
GMservices,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
AirHostess,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Aakarshan,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
MidTown,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
WhiteHorse,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
SubashHuman,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
AdventureHR,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
FamousHR,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
SPMoverseas,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
PeaceNepal,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
KshitijEmp,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
SABintl,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Western,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
NepalGetway,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
KIHM,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Negi,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
BCNepal,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
CkjNepal,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Hilltake,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
CHANDRAGIRI,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
MettaIntl,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
Raffles,Default [ AXIATA ],Approved,None,2016-05-12 19:32:50
