balance type,amount,description,balance after update
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 10:49:01
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 10:50:09
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 10:50:37
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 10:51:07
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 10:51:32
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:37:05
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:37:35
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:38:10
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:39:05
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:39:48
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:40:13
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:40:42
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:41:16
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:41:39
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:43:01
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:43:48
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:44:41
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:45:13
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:45:38
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:46:03
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:46:41
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:47:12
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:48:00
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:48:31
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:48:54
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:49:17
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:49:58
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:50:15
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:50:38
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:51:17
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:51:55
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:52:23
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:52:55
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:53:24
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:53:51
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:54:14
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:54:41
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:55:36
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:57:06
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:57:33
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:58:14
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 11:59:19
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:00:06
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:00:25
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:00:40
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:01:12
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:01:34
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:01:48
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:02:09
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:02:33
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:02:50
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:03:13
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:03:33
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:03:56
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:04:20
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:04:39
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:05:22
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:06:26
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:06:45
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:07:08
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:07:48
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:08:15
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:08:35
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:09:04
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:09:24
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:09:53
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:10:12
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:10:56
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:11:40
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:12:06
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-12 12:12:33
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 13:44:18
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 13:45:04
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 13:45:25
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 13:50:07
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 13:50:35
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 13:51:27
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 13:52:07
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 13:52:38
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 13:53:07
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 13:53:31
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 13:55:18
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 13:56:07
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 13:56:36
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 13:57:04
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 13:57:34
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 13:57:59
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:02:02
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:04:45
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:05:18
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:05:53
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:09:14
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:09:50
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:10:25
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:10:57
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:14:38
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:15:04
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:15:30
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:15:57
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:16:37
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:27:07
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:28:07
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:28:43
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:29:19
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:30:34
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:31:27
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:33:04
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:33:42
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:34:44
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:41:30
AXIATA,3,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:44:46
NTC,3,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:45:30
NTC,3,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:46:06
AXIATA,3,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:46:31
AXIATA,3,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:46:53
AXIATA,3,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:47:16
NTC,3,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 14:48:54
AXIATA,3,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 15:02:13
AXIATA,3,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 15:04:20
AXIATA,3,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-20 15:06:55
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-21 11:16:14
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-21 11:24:06
NTC,4,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-21 11:38:55
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-21 11:39:44
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-21 11:39:44
NTC,4,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-21 11:47:14
AXIATA,6,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-21 11:47:14
AXIATA,14,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-21 11:54:20
NTC,6,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-21 11:54:20
AXIATA,14,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-21 12:02:10
NTC,14,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-21 12:02:10
AXIATA,32,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-21 12:17:56
NTC,20,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-21 12:17:56
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-21 12:22:29
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-21 12:24:36
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-21 12:28:47
AXIATA,4,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-21 12:34:34
NTC,6,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-21 12:34:34
AXIATA,54,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-21 13:15:14
NTC,68,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-21 13:15:14
AXIATA,4,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-21 13:48:59
NTC,14,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-21 13:48:59
AXIATA,32,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-21 13:59:36
NTC,14,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-21 13:59:36
AXIATA,6,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-21 14:06:45
NTC,4,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-21 14:06:45
AXIATA,6,[ deduced  ] Balance deduced due to Sending SMS,,2017-06-21 14:12:54
