balance type,amount,description,balance after update
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-26 15:41:04
NTC,4,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-26 15:42:24
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-26 15:42:24
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-26 15:44:08
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-26 16:28:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-26 16:31:01
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-26 16:34:01
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-26 16:34:01
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-28 11:14:51
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-28 11:16:03
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-28 11:17:00
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-28 11:17:50
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-28 11:18:34
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-28 11:19:46
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-28 11:20:23
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-28 11:21:18
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-28 11:23:56
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-28 11:25:10
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-28 11:26:05
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-28 11:27:03
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-28 11:38:32
NTC,3,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-28 11:40:58
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-28 11:40:58
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-29 11:42:35
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-29 11:44:32
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-29 11:55:38
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-29 12:28:49
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-29 12:31:00
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-29 12:32:41
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-29 12:34:52
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-29 12:37:07
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-29 13:04:00
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-29 13:05:16
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-30 16:12:10
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-30 16:12:10
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-30 16:15:36
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-30 17:11:26
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-30 17:13:09
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-30 17:14:25
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-01 11:35:25
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-01 11:37:15
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-01 11:39:45
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-01 11:44:00
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-01 11:46:21
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-01 11:50:17
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-01 11:51:40
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-01 11:53:22
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-01 11:56:49
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-01 11:58:55
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-01 14:10:25
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-01 14:11:14
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-01 14:12:21
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-01 14:13:55
NTC,5,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-02 13:20:52
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-02 13:25:21
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-02 13:31:55
NTC,13,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-02 13:31:55
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-02 13:33:19
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-02 14:05:31
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-02 14:06:40
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-02 14:07:35
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-02 14:08:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-02 15:57:57
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-02 15:57:57
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-02 15:58:55
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-02 16:17:47
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-02 17:15:13
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-02 17:16:11
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-02 17:17:18
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-03 12:04:03
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-03 12:05:09
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-03 12:05:47
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-03 13:36:49
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-03 13:38:37
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-03 13:40:34
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-03 13:42:03
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-03 13:45:09
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-03 13:48:18
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-03 13:50:16
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-03 13:51:56
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-03 13:56:55
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-03 14:13:01
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-03 14:13:01
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-03 14:14:19
NTC,3,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-03 16:20:56
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-03 16:20:56
NTC,4,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-04 14:49:51
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-04 14:49:51
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 10:56:49
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 10:59:16
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 11:01:20
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 11:03:35
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 11:05:27
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 11:08:43
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 11:12:40
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 11:15:31
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 11:17:17
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 11:18:36
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 11:19:50
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 11:21:56
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 11:23:43
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 11:25:03
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 11:28:18
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 11:29:46
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 11:31:21
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 11:34:07
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 11:35:34
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 11:37:14
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 11:40:54
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 11:43:46
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 11:45:27
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 11:47:06
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 11:48:45
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 11:55:24
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 11:57:24
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 11:58:47
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 12:00:32
NTC,4,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 13:06:23
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 13:06:23
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-06 13:08:58
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-08 11:12:47
NTC,3,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-08 11:12:47
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-08 11:13:34
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-08 11:17:41
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-08 11:18:33
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-08 11:19:16
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-08 11:20:15
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-08 11:20:58
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-08 11:21:40
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-08 11:22:39
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-08 11:23:27
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-08 11:24:40
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-08 11:25:39
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-08 11:27:10
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-08 11:29:36
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-08 11:30:38
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-08 11:31:20
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-08 11:32:17
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-08 11:33:14
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-08 11:35:45
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-08 11:36:35
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-08 11:37:12
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-08 11:37:57
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-08 11:38:37
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-08 11:39:24
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-08 11:40:04
