balance type,amount,description,balance after update
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-11 16:26:08
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-11 16:31:16
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-11 16:55:39
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-11 16:59:03
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-12 10:39:02
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-13 11:16:14
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-13 11:28:53
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-13 11:35:06
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-13 12:13:53
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-13 12:14:43
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-16 11:31:29
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-16 11:53:34
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-16 12:01:05
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-19 15:14:11
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-19 15:25:13
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-19 15:34:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-21 11:35:03
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-21 11:37:53
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-26 10:49:27
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-26 10:49:59
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-26 10:55:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-26 11:01:27
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-26 11:15:40
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-26 11:16:17
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-26 11:16:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-26 11:17:21
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-26 11:17:57
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-26 11:20:02
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-26 11:20:25
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-26 11:20:54
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-28 12:12:52
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2016-12-29 11:03:12
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-02 11:38:40
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-02 11:54:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-02 13:35:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-02 14:58:04
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-02 15:01:46
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-02 15:02:31
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-02 15:03:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-05 16:22:22
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-05 16:33:53
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-05 16:36:28
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-05 16:36:40
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-05 16:40:22
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-05 16:46:17
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-08 11:16:48
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-10 15:25:36
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-02-09 08:26:28
