Request By,Sender ID,Operator/Gateway,State,Date
Initiative Nepal Pvt. Ltd.,KrishnaBotk,Default [ AXIATA ],Approved,2016-05-16 15:49:37
Initiative Nepal Pvt. Ltd.,AERC,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,MRCSN,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,JDcareer,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Brihaspati,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,MBKoverseas,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,MettaIntl,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,SaraLink,Default [ AXIATA ],Approved,2016-05-29 17:27:36
Initiative Nepal Pvt. Ltd.,AromaIntl,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,PREMIER,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,PangeniHR,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Chanakya,Default [ AXIATA ],Approved,2016-11-06 17:23:04
Initiative Nepal Pvt. Ltd.,SufiIntl,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,DynamicPos,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,CapitalInt,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Adventure,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,SubashVA,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,KLCEdu,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Islington,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,MeridianMan,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,SMRNepal,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,SVassociate,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,BalAnkur,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Manabu,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Negi,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,IndmanNep,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,YARISAuto,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Oshin,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Ashirvad,Default [ AXIATA ],Approved,2016-11-06 17:21:28
Initiative Nepal Pvt. Ltd.,AjeetGlobal,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,DeltaEmp,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Societal,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Horizon,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,SodhPuch,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,FHAN,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,IntlJob,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Kalwar,Default [ AXIATA ],Approved,2016-09-05 16:54:20
Initiative Nepal Pvt. Ltd.,LibertyHR,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Montage,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,KarmaIntl,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,ArunimaCoop,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,LittleStar,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Edupark,Default [ AXIATA ],Approved,2017-01-16 03:27:39
Initiative Nepal Pvt. Ltd.,ExtremeGen,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,JobCenter,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,NepalETrans,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,NovaIntl,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,SaudiNepal,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Chandrama,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Crofts,Default [ AXIATA ],Approved,2016-06-10 12:24:36
Initiative Nepal Pvt. Ltd.,BishwasOvs,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Aakriti,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,SimanaIntl,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,SunkoshiHR,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Goodwill,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,BalBidhya,Default [ AXIATA ],Approved,2016-07-03 19:56:50
Initiative Nepal Pvt. Ltd.,JLECC,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,NGSCBA,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,NamoBuddha,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,ShermanAuto,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,KumariJLC,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,AusStudies,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,AlZafar,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,TalentOvs,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,NewBluestar,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,OmShree,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,BuddhaIntl,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,HMS,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Dewan,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,SamadOvs,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,SUMERU,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,GlobalView,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Norvic,Default [ AXIATA ],Approved,2016-08-28 17:40:00
Initiative Nepal Pvt. Ltd.,Mukul,Default [ AXIATA ],Approved,2016-07-03 19:54:18
Initiative Nepal Pvt. Ltd.,FLYTECH,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,VeryBest,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,CCIA,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Kandyy,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,ArunOVS,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Tinjure,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,KshitijEmp,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,MadiraSaLpt,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,NDFEEF,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Achieve,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Somang,Default [ AXIATA ],Approved,2016-05-29 17:31:49
Initiative Nepal Pvt. Ltd.,AshfordIntl,Default [ AXIATA ],Approved,2016-08-14 19:29:45
Initiative Nepal Pvt. Ltd.,BabyAngel,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Prudential,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,RolexHR,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,ReazFarah,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,FriendshipM,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Gargacharya,Default [ AXIATA ],Approved,2016-06-21 16:40:47
Initiative Nepal Pvt. Ltd.,GurungMgmt,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,KhwopaHSS,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,JobsGlobal,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,AlNaseer,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,MassHR,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,SubashHuman,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,VishwasOvs,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,MiracleInfo,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,IPS,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,NAMICollege,Default [ AXIATA ],Approved,2016-05-29 17:30:31
Initiative Nepal Pvt. Ltd.,ValleyView,Default [ AXIATA ],Approved,2016-08-14 19:28:09
Initiative Nepal Pvt. Ltd.,Worldtouch,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,PAJU,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Information,Default [ AXIATA ],Approved,2016-05-12 23:52:35
Initiative Nepal Pvt. Ltd.,Raffels,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,LRIschool,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,ExpertEdu,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,AmardeepSS,Default [ AXIATA ],Approved,2016-06-21 16:39:33
Initiative Nepal Pvt. Ltd.,Kankai,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,PSON,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,TripleStar,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,NaukriNepal,Default [ AXIATA ],Approved,2016-05-17 15:14:37
Initiative Nepal Pvt. Ltd.,AbcPlace,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,RakiIntl,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,GMservices,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Kinderpilar,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,MercyEdu,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,CPNUML,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Sinchahity,Default [ AXIATA ],Approved,2016-05-29 17:28:57
Initiative Nepal Pvt. Ltd.,Indoasian,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Gixxer,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Paurakhi,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Nirvana,Default [ AXIATA ],Approved,2016-11-06 17:23:30
Initiative Nepal Pvt. Ltd.,Global,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,ElinkNepal,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,NovaIntl,Default [ AXIATA ],Approved,2016-06-21 16:38:10
Initiative Nepal Pvt. Ltd.,GolfInnov,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,BMoverseas,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,SumanHR,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,DanfeStore,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,EastWest,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,AppleOVS,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Humour,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,EuroAsia,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Welhams,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,ManjushreeO,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,CkjNepal,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Subharambha,Default [ AXIATA ],Requested,2017-02-08 13:42:11
Initiative Nepal Pvt. Ltd.,Shubhharati,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Nikarus,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,OxfordMgmt,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Ambassador,Default [ AXIATA ],Approved,2016-11-06 17:22:00
Initiative Nepal Pvt. Ltd.,JBC,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Diaspora,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,PukarIntl,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,NEFEG,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Demand,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,KEBSAcademy,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Innovative,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,AseanaIntl,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Worldvision,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,TopJobs,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Montessori,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,LuckyTravel,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Western,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,KANTIPUR,Default [ AXIATA ],Approved,2016-05-22 19:12:34
Initiative Nepal Pvt. Ltd.,NCMTCollege,Default [ AXIATA ],Approved,2016-07-28 13:32:09
Initiative Nepal Pvt. Ltd.,Nepalintl,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,YAMAHA,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,OpenVision,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,BlueOcean,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Continental,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,Sanskar,Default [ AXIATA ],Approved,2016-06-10 12:27:06
Initiative Nepal Pvt. Ltd.,NabilOvs,Default [ AXIATA ],Approved,2016-05-12 19:32:50
Initiative Nepal Pvt. Ltd.,SCMM,Default [ AXIATA ],Approved,2016-05-12 19:32:50
