balance type,amount,description,balance after update
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:16:34
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:16:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:16:35
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:16:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:16:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:16:38
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:16:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:17:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:17:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:17:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:17:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:17:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:17:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:17:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:17:39
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:17:40
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:18:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:18:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:18:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:18:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:18:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:18:37
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:18:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:18:39
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:19:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:19:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:19:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:19:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:19:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:19:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:20:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:20:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:20:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:20:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:20:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:20:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:20:39
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:21:34
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:21:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:21:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:21:36
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:22:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:22:34
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:22:35
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:22:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:22:36
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:22:37
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:22:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:22:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:22:39
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:22:40
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:22:41
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:22:42
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:22:42
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:22:43
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:22:44
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:22:45
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:22:45
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:22:46
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:22:47
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:22:48
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:22:49
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:22:49
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:23:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:24:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:24:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:24:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:24:36
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:24:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:24:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:24:38
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:24:39
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:24:39
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:24:40
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:24:41
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:24:42
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:24:43
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:24:44
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:24:44
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:24:45
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:24:46
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:25:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:25:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:25:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:25:36
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:25:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:25:37
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:25:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:25:39
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:25:40
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:25:40
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:25:41
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:25:42
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:26:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:26:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:26:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:27:34
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:27:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:27:36
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:27:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:27:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:27:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:27:39
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:27:40
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:27:41
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:27:42
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:27:42
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:27:43
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:27:44
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:27:45
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:28:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:28:36
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:28:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:28:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:28:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:28:39
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:28:40
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:28:40
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:29:34
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:30:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:30:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:30:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:30:36
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:30:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:31:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:31:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:31:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:31:39
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:31:40
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:31:40
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:33:34
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:33:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:33:35
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:33:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:33:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:33:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:33:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:33:39
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:33:40
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:34:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:36:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:36:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:36:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:36:36
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:39:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:41:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:42:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:42:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:42:37
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:42:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:43:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:43:34
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:43:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:47:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 06:57:34
NTC,84,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 07:36:33
AXIATA,56,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 07:36:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 07:54:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 07:55:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 07:55:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 07:57:33
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 08:00:33
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 08:10:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 08:10:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 08:10:39
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 08:10:40
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 08:14:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 08:19:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 08:19:42
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 08:19:46
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 08:36:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 08:39:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 08:41:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:03:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:03:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:03:35
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:03:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:03:37
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:05:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:05:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:05:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:05:36
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:05:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:05:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:05:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:05:39
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:05:40
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:05:41
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:05:42
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:23:33
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:27:33
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:27:34
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:27:36
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:27:37
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:27:38
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:27:39
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:27:40
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:27:41
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:27:42
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:27:43
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:27:44
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:27:45
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:27:47
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:27:48
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:27:49
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:27:50
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:27:51
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:27:53
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:27:54
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:27:55
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:27:56
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:27:57
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:27:58
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:28:00
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:28:01
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:28:02
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:28:03
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:28:04
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:28:05
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:28:07
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:28:08
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:28:09
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:28:11
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:28:12
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:28:13
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:28:14
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:28:15
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:28:17
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:28:18
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:28:19
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:28:20
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:28:21
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:28:22
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:28:23
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:28:25
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:28:26
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:28:27
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:28:28
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:28:33
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:28:35
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:28:36
NTC,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:33:34
NTC,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:33:35
NTC,61,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:33:36
AXIATA,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:33:38
AXIATA,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:33:39
AXIATA,3,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:33:41
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:34:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:34:35
NTC,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:35:33
NTC,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:35:36
NTC,59,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:35:38
AXIATA,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:35:39
AXIATA,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:35:40
AXIATA,3,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:35:42
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:36:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:36:34
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:37:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:37:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:37:35
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:37:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:37:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:37:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:37:39
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:37:40
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:37:41
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:37:42
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:37:42
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:37:43
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:38:33
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:38:34
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:38:35
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:38:37
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:38:38
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:38:39
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:38:41
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:38:42
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 09:38:43
