balance type,amount,description,balance after update
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:52:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:52:35
NTC,9,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:52:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:52:37
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:36
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:37
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:39
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:40
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:41
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:41
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:42
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:43
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:44
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:44
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:45
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:46
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:47
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:48
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:48
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:49
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:50
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:51
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:51
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:52
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:53
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:54
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:55
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:55
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:56
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:57
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:58
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:53:59
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:54:33
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:54:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:54:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:54:35
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:54:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:54:37
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:54:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:54:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:54:39
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:54:40
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:54:41
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:54:41
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:54:42
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:54:43
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:54:44
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:54:45
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:54:46
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:54:46
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:54:47
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:54:48
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:54:49
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:55:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:55:34
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:55:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:55:35
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:55:36
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:55:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:55:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:56:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:56:34
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:56:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:56:35
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:56:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:57:33
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:57:34
NTC,3,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:57:35
AXIATA,3,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:57:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:57:36
AXIATA,3,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:58:33
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:58:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:58:35
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:58:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:58:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:58:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:58:39
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:58:39
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:58:40
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:58:41
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:58:42
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:58:43
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:59:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:59:34
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:59:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:59:35
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:59:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:59:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:59:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:59:39
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:59:39
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:59:41
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:59:41
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:59:42
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:59:43
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:59:44
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:59:44
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:59:45
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 10:59:46
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:00:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:00:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:01:33
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:01:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:02:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:02:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:02:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:02:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:02:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:02:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:03:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:03:34
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:03:35
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:05:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:05:34
NTC,4,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:05:35
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:05:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:05:37
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:05:38
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:06:33
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:07:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:10:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:10:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:12:33
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:15:33
NTC,57,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:15:34
AXIATA,18,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:15:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:16:33
NTC,4,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:18:33
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:18:33
NTC,131,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:21:34
AXIATA,97,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:21:35
NTC,6,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:23:34
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:23:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:25:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:29:34
AXIATA,44,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:31:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:31:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:31:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:31:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:31:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:31:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:31:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:31:39
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:31:40
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:31:41
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:31:41
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:31:42
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:32:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:32:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:32:35
NTC,25,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:35:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:35:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:37:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:39:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:40:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:41:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:41:35
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:46:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:46:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:46:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:46:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:46:37
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:46:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:46:38
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:46:39
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:46:40
NTC,54,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:47:33
AXIATA,11,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:47:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:48:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:48:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:48:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:48:36
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:48:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:48:37
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:48:38
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:48:39
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:48:40
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:48:41
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:48:42
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:49:32
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:50:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:51:33
NTC,7,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:56:33
AXIATA,7,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:56:34
NTC,39,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:57:33
NTC,3,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:59:33
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 11:59:34
NTC,14,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:00:33
AXIATA,5,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:00:34
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:01:33
NTC,21,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:05:33
AXIATA,3,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:05:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:10:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:14:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:17:33
NTC,152,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:18:33
AXIATA,51,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:18:35
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:19:33
NTC,18,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:19:34
AXIATA,10,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:19:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:20:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:20:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:23:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:23:37
NTC,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:31:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:34:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:35:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:35:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:36:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:41:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:41:34
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:43:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:47:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:49:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:51:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:52:33
NTC,24,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:54:33
NTC,318,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:55:33
AXIATA,45,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:55:34
NTC,232,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:59:34
AXIATA,76,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:59:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 12:59:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:00:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:02:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:06:33
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:08:33
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:08:34
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:08:35
NTC,30,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:08:37
AXIATA,332,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:08:38
NTC,6,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:19:34
AXIATA,4,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:19:34
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:19:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:20:33
NTC,4,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:20:34
AXIATA,2,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:20:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:24:33
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:24:34
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:24:34
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:24:36
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:24:37
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:24:38
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:24:39
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:24:41
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:24:42
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:24:43
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:24:45
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:24:46
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:24:48
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:24:49
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:24:50
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:24:51
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:24:53
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:24:54
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:24:56
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:24:57
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:24:58
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:24:59
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:01
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:02
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:03
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:04
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:06
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:07
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:08
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:09
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:11
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:12
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:13
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:14
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:16
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:17
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:18
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:19
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:20
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:22
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:23
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:25
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:26
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:27
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:33
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:34
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:35
NTC,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:37
NTC,234,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:38
AXIATA,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:39
AXIATA,400,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:40
AXIATA,70,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:42
NTC,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:43
NTC,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:44
NTC,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:46
NTC,155,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:47
AXIATA,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:48
AXIATA,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:50
AXIATA,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:51
AXIATA,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:53
AXIATA,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:54
AXIATA,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:56
AXIATA,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:58
AXIATA,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:25:59
AXIATA,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:26:00
AXIATA,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:26:02
AXIATA,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:26:03
AXIATA,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:26:05
AXIATA,200,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:26:06
AXIATA,92,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:26:08
NTC,16,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:27:33
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:28:33
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:31:33
AXIATA,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:32:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:33:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:39:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:39:33
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:39:34
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:39:35
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:39:36
NTC,1,[ deduced  ] Balance deduced due to Sending SMS,,2017-01-20 13:39:37
